Sample Name	Protocol REF	Extract Name	Protocol REF	Extract Name	Protocol REF	Parameter Value[cleavage agent name]	Term Source REF	Term Accession Number	Protocol REF	Labeled Extract Name	Label	Term Source REF	Term Accession Number	Raw Spectral Data File	Protocol REF	Parameter Value[cleavage agent name]	Term Source REF	Term Accession Number	Parameter Value[Fixed modification setting]	Parameter Value[Maximum Missed Cleavages Setting]	Parameter Value[Variable modification setting]	Parameter Value[Peptide mass tolerance setting]	Unit	Term Source REF	Term Accession Number	Parameter Value[MS2 ion mass tolerance]	Unit	Term Source REF	Term Accession Number	Derived Spectral Data File	Protocol REF	Parameter Value[normalization data transformation]	Term Source REF	Term Accession Number	Parameter Value[peptide sharing details]	Term Source REF	Term Accession Number	Protein Assignment File	Peptide Assignment File
Sample8	protein extraction	Extract8	sample pooling	C_Replicate2	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F2	iTRAQ reagent 114	MS	MS:1002624	P15177_1F2.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample9	protein extraction	Extract9	sample pooling	T_Replicate1	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F2	iTRAQ reagent 115	MS	MS:1002625	P15177_1F2.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample10	protein extraction	Extract10	sample pooling	T_Replicate1	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F2	iTRAQ reagent 115	MS	MS:1002625	P15177_1F2.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample11	protein extraction	Extract11	sample pooling	T_Replicate1	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F2	iTRAQ reagent 115	MS	MS:1002625	P15177_1F2.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample12	protein extraction	Extract12	sample pooling	T_Replicate1	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F2	iTRAQ reagent 115	MS	MS:1002625	P15177_1F2.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample13	protein extraction	Extract13	sample pooling	T_Replicate1	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F2	iTRAQ reagent 115	MS	MS:1002625	P15177_1F2.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample14	protein extraction	Extract14	sample pooling	T_Replicate1	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F2	iTRAQ reagent 115	MS	MS:1002625	P15177_1F2.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample15	protein extraction	Extract15	sample pooling	T_Replicate1	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F2	iTRAQ reagent 115	MS	MS:1002625	P15177_1F2.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample16	protein extraction	Extract16	sample pooling	T_Replicate1	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F2	iTRAQ reagent 115	MS	MS:1002625	P15177_1F2.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample9	protein extraction	Extract9	sample pooling	T_Replicate2	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F2	iTRAQ reagent 116	MS	MS:1002626	P15177_1F2.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample10	protein extraction	Extract10	sample pooling	T_Replicate2	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F2	iTRAQ reagent 116	MS	MS:1002626	P15177_1F2.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample11	protein extraction	Extract11	sample pooling	T_Replicate2	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F2	iTRAQ reagent 116	MS	MS:1002626	P15177_1F2.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample12	protein extraction	Extract12	sample pooling	T_Replicate2	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F2	iTRAQ reagent 116	MS	MS:1002626	P15177_1F2.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample13	protein extraction	Extract13	sample pooling	T_Replicate2	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F2	iTRAQ reagent 116	MS	MS:1002626	P15177_1F2.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample14	protein extraction	Extract14	sample pooling	T_Replicate2	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F2	iTRAQ reagent 116	MS	MS:1002626	P15177_1F2.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample15	protein extraction	Extract15	sample pooling	T_Replicate2	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F2	iTRAQ reagent 116	MS	MS:1002626	P15177_1F2.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample16	protein extraction	Extract16	sample pooling	T_Replicate2	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F2	iTRAQ reagent 116	MS	MS:1002626	P15177_1F2.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample1	protein extraction	Extract1	sample pooling	C_Replicate1	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F3	iTRAQ reagent 113	MS	MS:1002623	P15177_1F3.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample2	protein extraction	Extract2	sample pooling	C_Replicate1	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F3	iTRAQ reagent 113	MS	MS:1002623	P15177_1F3.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample3	protein extraction	Extract3	sample pooling	C_Replicate1	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F3	iTRAQ reagent 113	MS	MS:1002623	P15177_1F3.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample4	protein extraction	Extract4	sample pooling	C_Replicate1	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F3	iTRAQ reagent 113	MS	MS:1002623	P15177_1F3.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample5	protein extraction	Extract5	sample pooling	C_Replicate1	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F3	iTRAQ reagent 113	MS	MS:1002623	P15177_1F3.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample6	protein extraction	Extract6	sample pooling	C_Replicate1	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F3	iTRAQ reagent 113	MS	MS:1002623	P15177_1F3.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample7	protein extraction	Extract7	sample pooling	C_Replicate1	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F3	iTRAQ reagent 113	MS	MS:1002623	P15177_1F3.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample8	protein extraction	Extract8	sample pooling	C_Replicate1	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F3	iTRAQ reagent 113	MS	MS:1002623	P15177_1F3.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample1	protein extraction	Extract1	sample pooling	C_Replicate2	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F3	iTRAQ reagent 114	MS	MS:1002624	P15177_1F3.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample2	protein extraction	Extract2	sample pooling	C_Replicate2	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F3	iTRAQ reagent 114	MS	MS:1002624	P15177_1F3.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample3	protein extraction	Extract3	sample pooling	C_Replicate2	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F3	iTRAQ reagent 114	MS	MS:1002624	P15177_1F3.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample4	protein extraction	Extract4	sample pooling	C_Replicate2	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F3	iTRAQ reagent 114	MS	MS:1002624	P15177_1F3.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample5	protein extraction	Extract5	sample pooling	C_Replicate2	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F3	iTRAQ reagent 114	MS	MS:1002624	P15177_1F3.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample6	protein extraction	Extract6	sample pooling	C_Replicate2	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F3	iTRAQ reagent 114	MS	MS:1002624	P15177_1F3.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample7	protein extraction	Extract7	sample pooling	C_Replicate2	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F3	iTRAQ reagent 114	MS	MS:1002624	P15177_1F3.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample8	protein extraction	Extract8	sample pooling	C_Replicate2	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F3	iTRAQ reagent 114	MS	MS:1002624	P15177_1F3.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample9	protein extraction	Extract9	sample pooling	T_Replicate1	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F3	iTRAQ reagent 115	MS	MS:1002625	P15177_1F3.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample10	protein extraction	Extract10	sample pooling	T_Replicate1	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F3	iTRAQ reagent 115	MS	MS:1002625	P15177_1F3.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample11	protein extraction	Extract11	sample pooling	T_Replicate1	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F3	iTRAQ reagent 115	MS	MS:1002625	P15177_1F3.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample12	protein extraction	Extract12	sample pooling	T_Replicate1	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F3	iTRAQ reagent 115	MS	MS:1002625	P15177_1F3.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample13	protein extraction	Extract13	sample pooling	T_Replicate1	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F3	iTRAQ reagent 115	MS	MS:1002625	P15177_1F3.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample14	protein extraction	Extract14	sample pooling	T_Replicate1	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F3	iTRAQ reagent 115	MS	MS:1002625	P15177_1F3.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample15	protein extraction	Extract15	sample pooling	T_Replicate1	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F3	iTRAQ reagent 115	MS	MS:1002625	P15177_1F3.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample16	protein extraction	Extract16	sample pooling	T_Replicate1	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F3	iTRAQ reagent 115	MS	MS:1002625	P15177_1F3.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample9	protein extraction	Extract9	sample pooling	T_Replicate2	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F3	iTRAQ reagent 116	MS	MS:1002626	P15177_1F3.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample10	protein extraction	Extract10	sample pooling	T_Replicate2	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F3	iTRAQ reagent 116	MS	MS:1002626	P15177_1F3.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample11	protein extraction	Extract11	sample pooling	T_Replicate2	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F3	iTRAQ reagent 116	MS	MS:1002626	P15177_1F3.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample12	protein extraction	Extract12	sample pooling	T_Replicate2	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F3	iTRAQ reagent 116	MS	MS:1002626	P15177_1F3.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample13	protein extraction	Extract13	sample pooling	T_Replicate2	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F3	iTRAQ reagent 116	MS	MS:1002626	P15177_1F3.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample14	protein extraction	Extract14	sample pooling	T_Replicate2	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F3	iTRAQ reagent 116	MS	MS:1002626	P15177_1F3.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
Sample15	protein extraction	Extract15	sample pooling	T_Replicate2	digestion	Trypsin	SEP	sep_00142	iTRAQ	P15177_1F3	iTRAQ reagent 116	MS	MS:1002626	P15177_1F3.raw	identification	Trypsin	MS	MS_1001251	"Carbamidomethyl (C), iTRAQ8plex (N-term), iTRAQ8plex (K)"	2	Oxidation (M)	± 20	parts per million	MS	UO_0000169	"0,1"	dalton	MS	UO_0000221	P15177_1.msf	quantification	median	MS	MS_1002883	peptide unique to one protein	MS	MS_1001363	P15177_1.prot.xml	P15177_1.pep.xml
